cd C:\RC\Sketchbook\Foxetron\Foxetron_AngleController\Release
avr-nm -C -S -l -f sysv Foxetron_AngleController.elf

Name                  Value   Class        Type         Size     Line  Section
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
.do_clear_bss_loop  |0000042c|   t  |            NOTYPE|        |     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/phi_prompt.custom.cpp:874
IttyBitty::ReceiveMessageAsString(Stream&)::__c|000000f4|   t  |            OBJECT|0000000b|     |.text C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:670
IttyBitty::ReceiveMessageAsString(Stream&)::__c|000000d9|   t  |            OBJECT|0000001b|     |.text C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:665
IttyBitty::ReceiveMessageAsString(Stream&)::__c|000000c8|   t  |            OBJECT|00000011|     |.text C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:662
IttyBitty::Message::Handle(void*, void const*)::__c|000000b8|   t  |            OBJECT|00000010|     |.text     C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/WString.cpp:661
IttyBitty::_BitProxy::NULL_OBJECT()::NULL_BITREF|0080073f|   b  |            OBJECT|00000005|     |.bss
IttyBitty::ByteField::NULL_OBJECT()::NULL_BYTEFIELD|0080073a|   b  |            OBJECT|00000005|     |.bss
IttyBitty::ByteField::operator IttyBitty::ByteField**()::sillyPtr|00800738|   b  |            OBJECT|00000002|     |.bss
IttyBitty::ByteField::Bytes() const::thisClone|00800736|   b  |            OBJECT|00000002|     |.bss
abort               |000070b0|   T  |              FUNC|0000000a|     |.text
analogWrite         |00005abe|   T  |              FUNC|000000ba|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring_analog.c:100
ARDUINO_PIN_TO_MASK |008007a1|   B  |            OBJECT|00000014|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:31
ARDUINO_PIN_TO_PORT |008007b5|   B  |            OBJECT|00000014|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:30
ARDUINO_PORT_TO_INPUT|008007c9|   B  |            OBJECT|00000006|     |.bss    C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:28
ARDUINO_PORT_TO_MODE|008007d5|   B  |            OBJECT|00000006|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:26
ARDUINO_PORT_TO_OUTPUT|008007cf|   B  |            OBJECT|00000006|     |.bss   C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:27
atexit              |00006080|   W  |              FUNC|00000006|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/main.cpp:23
BF_characters       |00000246|   T  |            OBJECT|0000003b|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:110
BF_fontShapes       |00000281|   T  |            OBJECT|00000040|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:31
BF_width1           |00000234|   T  |            OBJECT|00000012|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:172
BF_width2           |0000022c|   T  |            OBJECT|00000008|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:184
BF_width3           |00000178|   T  |            OBJECT|000000b4|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:189
BF_width3Symbols    |00000166|   T  |            OBJECT|00000012|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:222
BF_width4           |0000014e|   T  |            OBJECT|00000018|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:228
BF_width5           |0000013a|   T  |            OBJECT|00000014|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328\libs/BigFont.c:234
CSWTCH.21           |0080037f|   d  |            OBJECT|0000000c|     |.data
DDRB_REG            |0080079c|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:167
DDRC_REG            |00800789|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:171
DDRD_REG            |00800776|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:175
delay               |000059c4|   T  |              FUNC|00000074|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:106
delayMicroseconds   |00005a32|   T  |              FUNC|00000016|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:120
digital_pin_to_bit_mask_PGM|00000390|   T  |            OBJECT|00000014|     |.text     C:\Program Files (x86)\Arduino\hardware\arduino\avr\variants\eightanaloginputs/../standard/pins_arduino.h:155
digital_pin_to_port_PGM|000003a4|   T  |            OBJECT|00000014|     |.text C:\Program Files (x86)\Arduino\hardware\arduino\avr\variants\eightanaloginputs/../standard/pins_arduino.h:132
digital_pin_to_timer_PGM|0000037c|   T  |            OBJECT|00000014|     |.text        C:\Program Files (x86)\Arduino\hardware\arduino\avr\variants\eightanaloginputs/../standard/pins_arduino.h:178
digitalWrite        |00005c38|   T  |              FUNC|00000066|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring_digital.c:138
errno               |0080096e|   B  |            OBJECT|00000002|     |.bss
exit                |00007172|   W  |            NOTYPE|        |     |.text
ExtEEPROM           |00800766|   B  |            OBJECT|00000002|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_EEPROM_I2C.cpp:27
free                |00006baa|   T  |              FUNC|0000011e|     |.text
init                |00005a48|   T  |              FUNC|00000076|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:241
initVariant         |00006086|   W  |              FUNC|00000002|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/main.cpp:28
isspace             |000070b8|   T  |            NOTYPE|        |     |.text
LCD                 |0080089e|   B  |            OBJECT|0000000c|     |.bss     C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328/Foxetron_LCD.cpp:14
LCD_CHAR_BARGRAPH_EMPTY|008004dc|   B  |            OBJECT|00000002|     |.bss  C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328/Foxetron_LCD_chars.h:92
loop                |00000522|   T  |              FUNC|00000062|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328/Foxetron_AngleController.cpp:235
main                |00006088|   T  |              FUNC|0000001e|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/main.cpp:33
malloc              |00006a7a|   T  |              FUNC|00000130|     |.text
memcpy              |000070c8|   T  |              FUNC|00000012|     |.text
memset              |000070da|   T  |              FUNC|0000000e|     |.text
micros              |0000597e|   T  |              FUNC|00000046|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:79
millis              |00005966|   T  |              FUNC|00000018|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:65
PINB_REG            |00800792|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:167
PINC_REG            |0080077f|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:171
PIND_REG            |0080076c|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:175
pinMode             |00005bc6|   T  |              FUNC|00000072|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring_digital.c:29
port_to_input_PGM   |000003b8|   T  |            OBJECT|0000000a|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\variants\eightanaloginputs/../standard/pins_arduino.h:124
port_to_mode_PGM    |000003cc|   T  |            OBJECT|0000000a|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\variants\eightanaloginputs/../standard/pins_arduino.h:108
port_to_output_PGM  |000003c2|   T  |            OBJECT|0000000a|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\variants\eightanaloginputs/../standard/pins_arduino.h:116
PortB               |0080078e|   B  |            OBJECT|00000004|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:167
PORTB_REG           |00800797|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:167
PortC               |0080077b|   B  |            OBJECT|00000004|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:171
PORTC_REG           |00800784|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:171
PortD               |00800768|   B  |            OBJECT|00000004|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:175
PORTD_REG           |00800771|   B  |            OBJECT|00000005|     |.bss     C:\RC\Sketchbook\libraries\IttyBitty/IttyBitty_GPIO.cpp:175
realloc             |00006cc8|   T  |              FUNC|00000194|     |.text
RGB                 |008008ba|   B  |            OBJECT|0000000a|     |.bss     C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328/Foxetron_RGB.cpp:18
Serial              |008008cd|   B  |            OBJECT|0000009d|     |.bss     C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/HardwareSerial0.cpp:70
setup               |0000077a|   T  |              FUNC|0000003c|     |.text    C:\Users\Tom\AppData\Local\Temp\VMicroBuilds\Foxetron_AngleController\nano_atmega328/Foxetron_AngleController.cpp:215
sin                 |0000683c|   T  |              FUNC|0000000c|     |.text
strrev              |00007134|   T  |              FUNC|00000020|     |.text
strtol              |00006e4e|   T  |              FUNC|00000268|     |.text
timer0_fract        |008008c4|   b  |            OBJECT|00000001|     |.bss     C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:40
timer0_millis       |008008c5|   B  |            OBJECT|00000004|     |.bss     C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:39
timer0_overflow_count|008008c9|   B  |            OBJECT|00000004|     |.bss    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/wiring.c:38
turnOffPWM          |00005b74|   t  |              FUNC|00000052|     |.text
twi_error           |00800830|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:62
twi_init            |000048f6|   T  |              FUNC|0000003c|     |.text    C:\RC\Sketchbook\libraries\Wire\utility/twi.c:70
twi_inRepStart      |0080089a|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:46
twi_masterBuffer    |00800876|   b  |            OBJECT|00000020|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:51
twi_masterBufferIndex|00800875|   b  |            OBJECT|00000001|     |.bss    C:\RC\Sketchbook\libraries\Wire\utility/twi.c:52
twi_masterBufferLength|00800874|   b  |            OBJECT|00000001|     |.bss   C:\RC\Sketchbook\libraries\Wire\utility/twi.c:53
twi_onSlaveReceive  |00800896|   b  |            OBJECT|00000002|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:49
twi_onSlaveTransmit |00800898|   b  |            OBJECT|00000002|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:48
twi_releaseBus      |00004a1e|   T  |              FUNC|0000000c|     |.text    C:\RC\Sketchbook\libraries\Wire\utility/twi.c:356
twi_rxBuffer        |00800832|   b  |            OBJECT|00000020|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:59
twi_rxBufferIndex   |00800831|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:60
twi_sendStop        |0080089b|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:45
twi_slarw           |0080089c|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:44
twi_state           |0080089d|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:43
twi_stop            |00004a0a|   T  |              FUNC|00000014|     |.text    C:\RC\Sketchbook\libraries\Wire\utility/twi.c:335
twi_transmit        |000049d8|   T  |              FUNC|00000032|     |.text    C:\RC\Sketchbook\libraries\Wire\utility/twi.c:268
twi_txBuffer        |00800854|   b  |            OBJECT|00000020|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:55
twi_txBufferIndex   |00800853|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:56
twi_txBufferLength  |00800852|   b  |            OBJECT|00000001|     |.bss     C:\RC\Sketchbook\libraries\Wire\utility/twi.c:57
twi_writeTo         |00004932|   T  |              FUNC|000000a6|     |.text    C:\RC\Sketchbook\libraries\Wire\utility/twi.c:194
Wire                |008007de|   B  |            OBJECT|0000000c|     |.bss     C:\RC\Sketchbook\libraries\Wire/Wire.cpp:1082
yield               |00006466|   W  |              FUNC|00000002|     |.text    C:\Program Files (x86)\Arduino\hardware\arduino\avr\cores\arduino/hooks.c:28

C:\RC\Sketchbook\Foxetron\Foxetron_AngleController\Release>
